user_id,age,gender,occupation,zip_code
228,21,0,student,22003
229,29,0,librarian,22903
230,28,0,student,14476
231,48,1,librarian,01080
232,45,1,scientist,99709
233,38,1,engineer,98682
234,60,1,retired,94702
235,37,1,educator,22973
236,44,0,writer,53214
237,49,1,administrator,63146
238,42,0,administrator,44124
239,39,1,artist,95628
240,23,0,educator,20784
241,26,0,student,20001
242,33,1,educator,31404
243,33,1,educator,60201
244,28,1,technician,80525
245,22,1,student,55109
246,19,1,student,28734
247,28,1,engineer,20770
248,25,1,student,37235
249,25,1,student,84103
250,29,1,executive,95110
251,28,1,doctor,85032
252,42,1,engineer,07733
253,26,0,librarian,22903
254,44,1,educator,42647
255,23,1,entertainment,07029
256,35,0,none,39042
257,17,1,student,77005
258,19,0,student,77801
259,21,1,student,48823
260,40,0,artist,89801
261,28,1,administrator,85202
262,19,0,student,78264
263,41,1,programmer,55346
264,36,0,writer,90064
265,26,1,executive,84601
266,62,0,administrator,78756
267,23,1,engineer,83716
268,24,1,engineer,19422
269,31,0,librarian,43201
270,18,0,student,63119
271,51,1,engineer,22932
272,33,1,scientist,53706
273,50,0,other,10016
274,20,0,student,55414
275,38,1,engineer,92064
276,21,1,student,95064
277,35,0,administrator,55406
278,37,0,librarian,30033
279,33,1,programmer,85251
280,30,0,librarian,22903
281,15,0,student,06059
282,22,1,administrator,20057
283,28,1,programmer,55305
284,40,1,executive,92629
285,25,1,programmer,53713
286,27,1,student,15217
287,21,1,salesman,31211
288,34,1,marketing,23226
289,11,1,none,94619
290,40,1,engineer,93550
291,19,1,student,44106
292,35,0,programmer,94703
293,24,1,writer,60804
294,34,1,technician,92110
295,31,1,educator,50325
296,43,0,administrator,16803
297,29,0,educator,98103
298,44,1,executive,01581
299,29,1,doctor,63108
300,26,0,programmer,55106
301,24,1,student,55439
302,42,1,educator,77904
303,19,1,student,14853
304,22,0,student,71701
305,23,1,programmer,94086
306,45,1,other,73132
307,25,1,student,55454
308,60,1,retired,95076
309,40,1,scientist,70802
310,37,1,educator,91711
311,32,1,technician,73071
312,48,1,other,02110
313,41,1,marketing,60035
314,20,0,student,08043
315,31,1,educator,18301
316,43,0,other,77009
317,22,1,administrator,13210
318,65,1,retired,06518
319,38,1,programmer,22030
320,19,1,student,24060
321,49,0,educator,55413
322,20,1,student,50613
323,21,1,student,19149
324,21,0,student,02176
325,48,1,technician,02139
326,41,1,administrator,15235
327,22,1,student,11101
328,51,1,administrator,06779
329,48,1,educator,01720
330,35,0,educator,33884
331,33,1,entertainment,91344
332,20,1,student,40504
333,47,1,other,V0R2M
334,32,1,librarian,30002
335,45,1,executive,33775
336,23,1,salesman,42101
337,37,1,scientist,10522
338,39,0,librarian,59717
339,35,1,lawyer,37901
340,46,1,engineer,80123
341,17,0,student,44405
342,25,0,other,98006
343,43,1,engineer,30093
344,30,0,librarian,94117
345,28,0,librarian,94143
346,34,1,other,76059
347,18,1,student,90210
348,24,0,student,45660
349,68,1,retired,61455
350,32,1,student,97301
351,61,1,educator,49938
352,37,0,programmer,55105
353,25,1,scientist,28480
354,29,0,librarian,48197
355,25,1,student,60135
356,32,0,homemaker,92688
357,26,1,executive,98133
358,40,1,educator,10022
359,22,1,student,61801
360,51,1,other,98027
361,22,1,student,44074
362,35,0,homemaker,85233
363,20,1,student,87501
364,63,1,engineer,01810
365,29,1,lawyer,20009
366,20,0,student,50670
367,17,1,student,37411
368,18,1,student,92113
369,24,1,student,91335
370,52,1,writer,08534
371,36,1,engineer,99206
372,25,0,student,66046
373,24,0,other,55116
374,36,1,executive,78746
375,17,1,entertainment,37777
376,28,0,other,10010
377,22,1,student,18015
378,35,1,student,02859
379,44,1,programmer,98117
380,32,1,engineer,55117
381,33,1,artist,94608
382,45,1,engineer,01824
383,42,1,administrator,75204
384,52,1,programmer,45218
385,36,1,writer,10003
386,36,1,salesman,43221
387,33,1,entertainment,37412
388,31,1,other,36106
389,44,0,writer,83702
390,42,0,writer,85016
391,23,1,student,84604
392,52,1,writer,59801
393,19,1,student,83686
394,25,1,administrator,96819
395,43,1,other,44092
396,57,1,engineer,94551
397,17,1,student,27514
398,40,1,other,60008
399,25,1,other,92374
400,33,0,administrator,78213
401,46,0,healthcare,84107
402,30,1,engineer,95129
403,37,1,other,06811
404,29,0,programmer,55108
405,22,0,healthcare,10019
406,52,1,educator,93109
407,29,1,engineer,03261
408,23,1,student,61755
409,48,1,administrator,98225
410,30,0,artist,94025
411,34,1,educator,44691
412,25,1,educator,15222
413,55,1,educator,78212
414,24,1,programmer,38115
415,39,1,educator,85711
416,20,0,student,92626
417,27,0,other,48103
418,55,0,none,21206
419,37,1,lawyer,43215
420,53,1,educator,02140
421,38,0,programmer,55105
422,26,1,entertainment,94533
423,64,1,other,91606
424,36,0,marketing,55422
425,19,1,student,58644
426,55,1,educator,01602
427,51,1,doctor,85258
428,28,1,student,55414
429,27,1,student,29205
430,38,1,scientist,98199
431,24,1,marketing,92629
432,22,1,entertainment,50311
433,27,1,artist,11211
434,16,0,student,49705
435,24,1,engineer,60007
436,30,0,administrator,17345
437,27,0,other,20009
438,51,0,administrator,43204
439,23,0,administrator,20817
440,30,1,other,48076
441,50,1,technician,55013
442,22,1,student,85282
443,35,1,salesman,33308
444,51,0,lawyer,53202
445,21,1,writer,92653
446,57,1,educator,60201
447,30,1,administrator,55113
448,23,1,entertainment,10021
449,23,1,librarian,55021
450,35,0,educator,11758
451,16,1,student,48446
452,35,1,administrator,28018
453,18,1,student,06333
454,57,1,other,97330
455,48,1,administrator,83709
456,24,1,technician,31820
457,33,0,salesman,30011
458,47,1,technician,Y1A6B
459,22,1,student,29201
460,44,0,other,60630
461,15,1,student,98102
462,19,0,student,02918
463,48,0,healthcare,75218
464,60,1,writer,94583
465,32,1,other,05001
466,22,1,student,90804
467,29,1,engineer,91201
468,28,1,engineer,02341
469,60,1,educator,78628
470,24,1,programmer,10021
471,10,1,student,77459
472,24,1,student,87544
473,29,1,student,94708
474,51,1,executive,93711
475,30,1,programmer,75230
476,28,1,student,60440
477,23,0,student,02125
478,29,1,other,10019
479,30,1,educator,55409
480,57,1,retired,98257
481,73,1,retired,37771
482,18,0,student,40256
483,29,1,scientist,43212
484,27,1,student,21208
485,44,0,educator,95821
486,39,1,educator,93101
487,22,1,engineer,92121
488,48,1,technician,21012
489,55,1,other,45218
490,29,0,artist,V5A2B
491,43,0,writer,53711
492,57,1,educator,94618
493,22,1,engineer,60090
494,38,0,administrator,49428
495,29,1,engineer,03052
496,21,0,student,55414
497,20,1,student,50112
498,26,1,writer,55408
499,42,1,programmer,75006
500,28,1,administrator,94305
501,22,1,student,10025
502,22,1,student,23092
503,50,0,writer,27514
504,40,0,writer,92115
505,27,0,other,20657
506,46,1,programmer,03869
507,18,0,writer,28450
508,27,1,marketing,19382
509,23,1,administrator,10011
510,34,1,other,98038
511,22,1,student,21250
512,29,1,other,20090
513,43,1,administrator,26241
514,27,1,programmer,20707
515,53,1,marketing,49508
516,53,0,librarian,10021
517,24,1,student,55454
518,49,0,writer,99709
519,22,1,other,55320
520,62,1,healthcare,12603
521,19,1,student,02146
522,36,1,engineer,55443
523,50,0,administrator,04102
524,56,1,educator,02159
525,27,0,administrator,19711
526,30,1,marketing,97124
527,33,1,librarian,12180
528,18,1,student,55104
529,47,0,administrator,44224
530,29,1,engineer,94040
531,30,0,salesman,97408
532,20,1,student,92705
533,43,1,librarian,02324
534,20,1,student,05464
535,45,0,educator,80302
536,38,1,engineer,30078
537,36,1,engineer,22902
538,31,1,scientist,21010
539,53,0,administrator,80303
540,28,1,engineer,91201
541,19,0,student,84302
542,21,1,student,60515
543,33,1,scientist,95123
544,44,0,other,29464
545,27,1,technician,08052
546,36,1,executive,22911
547,50,1,educator,14534
548,51,1,writer,95468
549,42,1,scientist,45680
550,16,0,student,95453
551,25,1,programmer,55414
552,45,1,other,68147
553,58,1,educator,62901
554,32,1,scientist,62901
555,29,0,educator,23227
556,35,0,educator,30606
557,30,0,writer,11217
558,56,0,writer,63132
559,69,1,executive,10022
560,32,1,student,10003
561,23,1,engineer,60005
562,54,0,administrator,20879
563,39,0,librarian,32707
564,65,1,retired,94591
565,40,1,student,55422
566,20,1,student,14627
567,24,1,entertainment,10003
568,39,1,educator,01915
569,34,1,educator,91903
570,26,1,educator,14627
571,34,1,artist,01945
572,51,1,educator,20003
573,68,1,retired,48911
574,56,1,educator,53188
575,33,1,marketing,46032
576,48,1,executive,98281
577,36,0,student,77845
578,31,1,administrator,M7A1A
579,32,1,educator,48103
580,16,1,student,17961
581,37,1,other,94131
582,17,1,student,93003
583,44,1,engineer,29631
584,25,1,student,27511
585,69,1,librarian,98501
586,20,1,student,79508
587,26,1,other,14216
588,18,0,student,93063
589,21,1,lawyer,90034
590,50,1,educator,82435
591,57,0,librarian,92093
592,18,1,student,97520
593,31,0,educator,68767
594,46,1,educator,M4J2K
595,25,1,programmer,31909
596,20,1,artist,77073
597,23,1,other,84116
598,40,0,marketing,43085
599,22,0,student,R3T5K
600,34,1,programmer,02320
601,19,0,artist,99687
602,47,0,other,34656
603,21,1,programmer,47905
604,39,1,educator,11787
605,33,1,engineer,33716
606,28,1,programmer,63044
607,49,0,healthcare,02154
608,22,1,other,10003
609,13,0,student,55106
610,22,1,student,21227
611,46,1,librarian,77008
612,36,1,educator,79070
613,37,0,marketing,29678
614,54,1,educator,80227
615,38,1,educator,27705
616,55,1,scientist,50613
617,27,0,writer,11201
618,15,0,student,44212
619,17,1,student,44134
620,18,0,writer,81648
621,17,1,student,60402
622,25,1,programmer,14850
623,50,0,educator,60187
624,19,1,student,30067
625,27,1,programmer,20723
626,23,1,scientist,19807
627,24,1,engineer,08034
628,13,1,none,94306
629,46,0,other,44224
630,26,0,healthcare,55408
631,18,0,student,38866
632,18,1,student,55454
633,35,1,programmer,55414
634,39,1,engineer,T8H1N
635,22,1,other,23237
636,47,1,educator,48043
637,30,1,other,74101
638,45,1,engineer,01940
639,42,0,librarian,12065
640,20,1,student,61801
641,24,1,student,60626
642,18,0,student,95521
643,39,1,scientist,55122
644,51,1,retired,63645
645,27,1,programmer,53211
646,17,0,student,51250
647,40,1,educator,45810
648,43,1,engineer,91351
649,20,1,student,39762
650,42,1,engineer,83814
651,65,1,retired,02903
652,35,1,other,22911
653,31,1,executive,55105
654,27,0,student,78739
655,50,0,healthcare,60657
656,48,1,educator,10314
657,26,0,none,78704
658,33,1,programmer,92626
659,31,1,educator,54248
660,26,1,student,77380
661,28,1,programmer,98121
662,55,1,librarian,19102
663,26,1,other,19341
664,30,1,engineer,94115
665,25,1,administrator,55412
666,44,1,administrator,61820
667,35,1,librarian,01970
668,29,0,writer,10016
669,37,1,other,20009
670,30,1,technician,21114
671,21,1,programmer,91919
672,54,0,administrator,90095
673,51,1,educator,22906
674,13,0,student,55337
675,34,1,other,28814
676,30,1,programmer,32712
677,20,1,other,99835
678,50,1,educator,61462
679,20,0,student,54302
680,33,1,lawyer,90405
681,44,0,marketing,97208
682,23,1,programmer,55128
683,42,1,librarian,23509
684,28,1,student,55414
685,32,0,librarian,55409
686,32,1,educator,26506
687,31,0,healthcare,27713
688,37,0,administrator,60476
689,25,1,other,45439
690,35,1,salesman,63304
691,34,1,educator,60089
692,34,1,engineer,18053
693,43,0,healthcare,85210
694,60,1,programmer,06365
695,26,1,writer,38115
696,55,1,other,94920
697,25,1,other,77042
698,28,0,programmer,06906
699,44,1,other,96754
700,17,1,student,76309
701,51,0,librarian,56321
702,37,1,other,89104
703,26,1,educator,49512
704,51,0,librarian,91105
705,21,0,student,54494
706,23,1,student,55454
707,56,0,librarian,19146
708,26,0,homemaker,96349
709,21,1,other,N4T1A
710,19,1,student,92020
711,22,0,student,15203
712,22,0,student,54901
713,42,0,other,07204
714,26,1,engineer,55343
715,21,1,technician,91206
716,36,0,administrator,44265
717,24,1,technician,84105
718,42,1,technician,64118
719,37,0,other,V0R2H
720,49,0,administrator,16506
721,24,0,entertainment,11238
722,50,0,homemaker,17331
723,26,1,executive,94403
724,31,1,executive,40243
725,21,1,student,91711
726,25,0,administrator,80538
727,25,1,student,78741
728,58,1,executive,94306
729,19,1,student,56567
730,31,0,scientist,32114
731,41,0,educator,70403
732,28,0,other,98405
733,44,0,other,60630
734,25,0,other,63108
735,29,0,healthcare,85719
736,48,0,writer,94618
737,30,1,programmer,98072
738,35,1,technician,95403
739,35,1,technician,73162
740,25,0,educator,22206
741,25,1,writer,63108
742,35,1,student,29210
743,31,1,programmer,92660
744,35,1,marketing,47024
745,42,1,writer,55113
746,25,1,engineer,19047
747,19,1,other,93612
748,28,1,administrator,94720
749,33,1,other,80919
750,28,1,administrator,32303
751,24,0,other,90034
752,60,1,retired,21201
753,56,1,salesman,91206
754,59,0,librarian,62901
755,44,0,educator,97007
756,30,0,none,90247
757,26,1,student,55104
758,27,1,student,53706
759,20,0,student,68503
760,35,0,other,14211
761,17,1,student,97302
762,32,1,administrator,95050
763,27,1,scientist,02113
764,27,0,educator,62903
765,31,1,student,33066
766,42,1,other,10960
767,70,1,engineer,00000
768,29,1,administrator,12866
769,39,1,executive,06927
770,28,1,student,14216
771,26,1,student,15232
772,50,1,writer,27105
773,20,1,student,55414
774,30,1,student,80027
775,46,1,executive,90036
776,30,1,librarian,51157
777,63,1,programmer,01810
778,34,1,student,01960
779,31,1,student,K7L5J
780,49,1,programmer,94560
781,20,1,student,48825
782,21,0,artist,33205
783,30,1,marketing,77081
784,47,1,administrator,91040
785,32,1,engineer,23322
786,36,0,engineer,01754
787,18,0,student,98620
788,51,1,administrator,05779
789,29,1,other,55420
790,27,1,technician,80913
791,31,1,educator,20064
792,40,1,programmer,12205
793,22,1,student,85281
794,32,1,educator,57197
795,30,1,programmer,08610
796,32,0,writer,33755
797,44,0,other,62522
798,40,0,writer,64131
799,49,0,administrator,19716
800,25,1,programmer,55337
801,22,1,writer,92154
802,35,1,administrator,34105
803,70,1,administrator,78212
804,39,1,educator,61820
805,27,0,other,20009
806,27,1,marketing,11217
807,41,0,healthcare,93555
808,45,1,salesman,90016
809,50,0,marketing,30803
810,55,0,other,80526
811,40,0,educator,73013
812,22,1,technician,76234
813,14,0,student,02136
814,30,1,other,12345
815,32,1,other,28806
816,34,1,other,20755
817,19,1,student,60152
818,28,1,librarian,27514
819,59,1,administrator,40205
820,22,1,student,37725
821,37,1,engineer,77845
822,29,0,librarian,53144
823,27,1,artist,50322
824,31,1,other,15017
825,44,1,engineer,05452
826,28,1,artist,77048
827,23,0,engineer,80228
828,28,1,librarian,85282
829,48,1,writer,80209
830,46,1,programmer,53066
831,21,1,other,33765
832,24,1,technician,77042
833,34,1,writer,90019
834,26,1,other,64153
835,44,0,executive,11577
836,44,1,artist,10018
837,36,0,artist,55409
838,23,1,student,01375
839,38,0,entertainment,90814
840,39,1,artist,55406
841,45,1,doctor,47401
842,40,1,writer,93055
843,35,1,librarian,44212
844,22,1,engineer,95662
845,64,1,doctor,97405
846,27,1,lawyer,47130
847,29,1,student,55417
848,46,1,engineer,02146
849,15,0,student,25652
850,34,1,technician,78390
851,18,1,other,29646
852,46,1,administrator,94086
853,49,1,writer,40515
854,29,0,student,55408
855,53,1,librarian,04988
856,43,0,marketing,97215
857,35,0,administrator,V1G4L
858,63,1,educator,09645
859,18,0,other,06492
860,70,0,retired,48322
861,38,0,student,14085
862,25,1,executive,13820
863,17,1,student,60089
864,27,1,programmer,63021
865,25,1,artist,11231
866,45,1,other,60302
867,24,1,scientist,92507
868,21,1,programmer,55303
869,30,1,student,10025
870,22,1,student,65203
871,31,1,executive,44648
872,19,0,student,74078
873,48,0,administrator,33763
874,36,1,scientist,37076
875,24,0,student,35802
876,41,1,other,20902
877,30,1,other,77504
878,50,0,educator,98027
879,33,0,administrator,55337
880,13,1,student,83702
881,39,1,marketing,43017
882,35,1,engineer,40503
883,49,1,librarian,50266
884,44,1,engineer,55337
885,30,0,other,95316
886,20,1,student,61820
887,14,0,student,27249
888,41,1,scientist,17036
889,24,1,technician,78704
890,32,1,student,97301
891,51,0,administrator,03062
892,36,1,other,45243
893,25,1,student,95823
894,47,1,educator,74075
895,31,0,librarian,32301
896,28,1,writer,91505
897,30,1,other,33484
898,23,1,homemaker,61755
899,32,1,other,55116
900,60,1,retired,18505
901,38,1,executive,L1V3W
902,45,0,artist,97203
903,28,1,educator,20850
904,17,0,student,61073
905,27,1,other,30350
906,45,1,librarian,70124
907,25,0,other,80526
908,44,0,librarian,68504
909,50,0,educator,53171
910,28,1,healthcare,29301
911,37,0,writer,53210
912,51,1,other,06512
913,27,1,student,76201
914,44,0,other,08105
915,50,1,entertainment,60614
916,27,1,engineer,N2L5N
917,22,0,student,20006
918,40,1,scientist,70116
919,25,1,other,14216
920,30,0,artist,90008
921,20,0,student,98801
922,29,0,administrator,21114
923,21,1,student,E2E3R
924,29,1,other,11753
925,18,0,salesman,49036
926,49,1,entertainment,01701
927,23,1,programmer,55428
928,21,1,student,55408
929,44,1,scientist,53711
930,28,0,scientist,07310
931,60,1,educator,33556
932,58,1,educator,06437
933,28,1,student,48105
934,61,1,engineer,22902
935,42,1,doctor,66221
936,24,1,other,32789
937,48,1,educator,98072
938,38,0,technician,55038
939,26,0,student,33319
940,32,1,administrator,02215
941,20,1,student,97229
942,48,0,librarian,78209
943,22,1,student,77841
